Cue,Subject,Count,Collection
['lynx'],S15,5,"[""['hyene']"", ""['sauvage']"", ""['dangereux']"", ""['forêt']"", ""['afrique']""]"
['lynx'],S21,4,"[""['poilu']"", ""['prédateur']"", ""['chaton']"", ""['félin']""]"
['lynx'],S22,4,"[""['animal']"", ""['chat']"", ""['mignon']"", ""['oreille']""]"
['lynx'],S23,5,"[""['chat']"", ""['animal']"", ""['sauvage']"", ""['félin']"", ""['prédateur']""]"
['lynx'],S30,7,"[""['felin']"", ""['tigre']"", ""['lion']"", ""['savane']"", ""['forêt']"", ""['désert']"", ""['jungle']""]"
['lynx'],S34,5,"[""['dent']"", ""['pointue']"", ""['collar']"", ""['chasse']"", ""['rapide']""]"
['lynx'],S57,7,"[""['félin']"", ""['chat']"", ""['lion']"", ""['guépard']"", ""['panthère']"", ""['jaguar']"", ""['safari']""]"
['lynx'],S64,5,"[""['sphinx']"", ""['chat']"", ""['tigre']"", ""['lion']"", ""['animal']""]"
['lynx'],S65,6,"[""['félin']"", ""['suisse']"", ""['rare']"", ""['disparition']"", ""['petit']"", ""['beau']""]"
['lynx'],S67,4,"[""['vicieux']"", ""['zoo', 'parc']"", ""['sauvage']"", ""['très', 'vite']""]"
['maraca'],S7,0,[]
['maraca'],S12,0,[]
['maraca'],S15,0,[]
['maraca'],S21,0,[]
['maraca'],S22,0,[]
['maraca'],S23,0,[]
['maraca'],S30,0,[]
['maraca'],S34,0,[]
['maraca'],S57,5,"[""['danser']"", ""['chanter']"", ""['jouer', 'de', 'le', 'musique']"", ""['composer']"", ""['note', 'de', 'musique']""]"
['maraca'],S64,0,[]
['maraca'],S65,0,[]
['maraca'],S67,0,[]
['megaphone'],S7,4,"[""['parler']"", ""['voix']"", ""['manifestation']"", ""['militant']""]"
['megaphone'],S12,7,"[""['foule']"", ""['manifestation']"", ""['bruit']"", ""['volume']"", ""['voix']"", ""['cri']"", ""['slogan']""]"
['megaphone'],S15,5,"[""['bruit']"", ""['ordre']"", ""['information']"", ""['police']"", ""['gendarmerie']""]"
['megaphone'],S21,4,"[""['son']"", ""['électronique']"", ""['américain']"", ""['manifestation']""]"
['megaphone'],S22,2,"[""['parler']"", ""['fort']""]"
['megaphone'],S23,3,"[""['manifestation']"", ""['haut', 'parleur']"", ""['crier']""]"
['megaphone'],S30,6,"[""['bruit']"", ""['parler']"", ""['manifestation']"", ""['entendre']"", ""['crier']"", ""['fort']""]"
['megaphone'],S34,4,"[""['bruit']"", ""['parler']"", ""['distance']"", ""['foule']""]"
['megaphone'],S57,8,"[""['annoncer']"", ""['fort']"", ""['crier']"", ""['entendre']"", ""['alerte']"", ""['alerter']"", ""['incendie']"", ""['accident']""]"
['megaphone'],S64,6,"[""['mégaphone']"", ""['haut', 'parleur']"", ""['audio']"", ""['son']"", ""['intensité']"", ""['réflexion']""]"
['megaphone'],S65,5,"[""['bruit']"", ""['politique']"", ""['foule']"", ""['voix']"", ""['discours']""]"
['megaphone'],S67,0,[]
['memetronome'],S7,5,"[""['musique']"", ""['piano']"", ""['jouer']"", ""['école']"", ""['solfeggio']""]"
['memetronome'],S12,6,"[""['musique']"", ""['piano']"", ""['touche', 'de', 'musique']"", ""['noir']"", ""['blanc']"", ""['partition']""]"
['memetronome'],S15,7,"[""['piano']"", ""['rythme']"", ""['son']"", ""['cours']"", ""['lesser']"", ""['musique']"", ""['plaisant']""]"
['memetronome'],S21,4,"[""['musique']"", ""['rythme']"", ""['tempo']"", ""['bpm']""]"
['memetronome'],S22,0,[]
['memetronome'],S23,5,"[""['scientifique']"", ""['physique']"", ""['calcul']"", ""['observation']"", ""['précision']""]"
['memetronome'],S30,6,"[""['musique']"", ""['chiant']"", ""['instrument']"", ""['rapide']"", ""['long']"", ""['normal']""]"
['memetronome'],S34,0,[]
['memetronome'],S57,0,[]
['memetronome'],S64,0,[]
['memetronome'],S65,0,[]
['memetronome'],S67,0,[]
['microscope'],S7,4,"[""['chercheur']"", ""['investiger']"", ""['chercher']"", ""['augmenter', 'le', 'vue']""]"
['microscope'],S12,6,"[""['biologie']"", ""['cellule']"", ""['organisme', 'vivant']"", ""['école']"", ""['collège']"", ""['salle', 'de', 'laboratoir']""]"
['microscope'],S15,4,"[""['science']"", ""['médecine']"", ""['cellule']"", ""['recherche']""]"
['microscope'],S21,7,"[""['observation']"", ""['biologie']"", ""['medicine']"", ""['microscopique']"", ""['petit']"", ""['nanométrique']"", ""['forme', 'de', 'vie']""]"
['microscope'],S22,5,"[""['médecine']"", ""['regarder']"", ""['bactérie']"", ""['observer']"", ""['expérience']""]"
['microscope'],S23,5,"[""['scientifique']"", ""['petit']"", ""['observation']"", ""['échelle']"", ""['micro', 'organisme']""]"
['microscope'],S30,5,"[""['observation']"", ""['insect']"", ""['plante']"", ""['sang']"", ""['verre']""]"
['microscope'],S34,2,"[""['biologie']"", ""['neuron']""]"
['microscope'],S57,6,"[""['chimie']"", ""['biologie']"", ""['analyse']"", ""['bactérie']"", ""['dessiner']"", ""['observer']""]"
['microscope'],S64,5,"[""['bactérie']"", ""['cellule']"", ""['organisme']"", ""['virus']"", ""['lactobacille']""]"
['microscope'],S65,5,"[""['science']"", ""['télescope']"", ""['recherche']"", ""['science']"", ""['scientifique']""]"
['microscope'],S67,5,"[""['petit']"", ""['plus', 'grand']"", ""['microbe']"", ""['insect']"", ""['science']""]"
['morse'],S7,1,"[""['nager']""]"
['morse'],S12,3,"[""['phoque']"", ""['bébé']"", ""['animal']""]"
['morse'],S15,2,"[""['eau']"", ""['froid']""]"
['morse'],S21,0,[]
['morse'],S22,0,[]
['morse'],S23,1,"[""['sauvage']""]"
['morse'],S30,1,"[""['mer']""]"
['morse'],S34,1,"[""['alaska']""]"
['morse'],S57,0,[]
['morse'],S64,0,[]
['morse'],S65,4,"[""['neige']"", ""['froid']"", ""['hiver']"", ""['température']""]"
['morse'],S67,0,[]
['mousqueton'],S7,1,"[""['clé']""]"
['mousqueton'],S12,6,"[""['escalade']"", ""['rocher']"", ""['salle', 'de', 'sport']"", ""['mur', 'de', 'grimper']"", ""['prise', 'de', 'grimpe']"", ""['harnais']""]"
['mousqueton'],S15,0,[]
['mousqueton'],S21,0,[]
['mousqueton'],S22,0,[]
['mousqueton'],S23,0,[]
['mousqueton'],S30,2,"[""['escalader']"", ""['corps']""]"
['mousqueton'],S34,2,"[""['fer']"", ""['escalade']""]"
['mousqueton'],S57,0,[]
['mousqueton'],S64,0,[]
['mousqueton'],S65,2,"[""['vélo']"", ""['clé']""]"
['mousqueton'],S67,4,"[""['fixer']"", ""['porter']"", ""['poussette']"", ""['sac']""]"
['myrtill'],S7,4,"[""['alsace']"", ""['france']"", ""['bon', 'pour', 'le', 'oeil']"", ""['délicieux']""]"
['myrtill'],S12,4,"[""['tarte']"", ""['fruit']"", ""['saveur']"", ""['framboise']""]"
['myrtill'],S15,3,"[""['fruit']"", ""['petit', 'déjeuner']"", ""['cher']""]"
['myrtill'],S21,4,"[""['fruit']"", ""['tarte']"", ""['baie']"", ""['être']""]"
['myrtill'],S22,4,"[""['fruit']"", ""['manger']"", ""['bleu']"", ""['petit']""]"
['myrtill'],S23,4,"[""['fruit']"", ""['alimentation']"", ""['vitamine']"", ""['petit', 'déjeuner']""]"
['myrtill'],S30,2,"[""['vert']"", ""['bleu']""]"
['myrtill'],S34,3,"[""['baie']"", ""['couleur']"", ""['dessert']""]"
['myrtill'],S57,5,"[""['fruit']"", ""['vision']"", ""['banane']"", ""['fraise']"", ""['jus']""]"
['myrtill'],S64,4,"[""['bleu']"", ""['fruit', 'de', 'bois']"", ""['gazon']"", ""['herbe']""]"
['myrtill'],S65,4,"[""['fruit', 'rouge']"", ""['arbre']"", ""['forêt']"", ""['printemps']""]"
['myrtill'],S67,4,"[""['délicieux']"", ""['bon', 'pour', 'le', 'santé']"", ""['yogourt']"", ""['gâteau']""]"
['nenuphar'],S7,0,[]
['nenuphar'],S12,0,[]
['nenuphar'],S15,0,[]
['nenuphar'],S21,0,[]
['nenuphar'],S22,0,[]
['nenuphar'],S23,0,[]
['nenuphar'],S30,0,[]
['nenuphar'],S34,0,[]
['nenuphar'],S57,3,"[""['grenouille']"", ""['eau']"", ""['fleur']""]"
['nenuphar'],S64,0,[]
['nenuphar'],S65,0,[]
['nenuphar'],S67,4,"[""['très']"", ""['joli']"", ""['différent', 'couleur']"", ""['eau']""]"
['neon'],S7,4,"[""['rideau']"", ""['fenêtre']"", ""['lumière']"", ""['lampe']""]"
['neon'],S12,4,"[""['boîte']"", ""['lumière']"", ""['salle', 'de', 'classe']"", ""['lumière', 'froid']""]"
['neon'],S15,5,"[""['lumière']"", ""['chambre']"", ""['blanc']"", ""['électricité']"", ""['gaz']""]"
['neon'],S21,4,"[""['gaz']"", ""['dangereux']"", ""['consommateur']"", ""['long']""]"
['neon'],S22,0,[]
['neon'],S23,4,"[""['illumination']"", ""['lumière']"", ""['chambre']"", ""['nuit']""]"
['neon'],S30,6,"[""['lumière']"", ""['led']"", ""['nuit']"", ""['allumer']"", ""['maison']"", ""['extérieur']""]"
['neon'],S34,3,"[""['lumiere']"", ""['fragile']"", ""['consommation']""]"
['neon'],S57,6,"[""['lumière']"", ""['briller']"", ""['éclairer']"", ""['voir']"", ""['éteindre']"", ""['joli']""]"
['neon'],S64,4,"[""['bâton']"", ""['ultraviolet']"", ""['lumière']"", ""['mur']""]"
['neon'],S65,0,[]
['neon'],S67,0,[]
['ornithorynque'],S7,3,"[""['fleuve']"", ""['faire', 'le', 'nid']"", ""['bois']""]"
['ornithorynque'],S12,5,"[""['animal']"", ""['castor']"", ""['rivière']"", ""['ruisseau']"", ""['canard']""]"
['ornithorynque'],S15,4,"[""['perry', 'lornithorynqu']"", ""['dessin', 'animer']"", ""['phinéer', 'et', 'ferb']"", ""['agent', 'secret']""]"
['ornithorynque'],S21,4,"[""['animal']"", ""['poilu']"", ""['étrange']"", ""['nonnaturel']""]"
['ornithorynque'],S22,2,"[""['animal']"", ""['eau']""]"
['ornithorynque'],S23,4,"[""['animal']"", ""['hybride']"", ""['aquatique']"", ""['sauvage']""]"
['ornithorynque'],S30,4,"[""['plat']"", ""['bec']"", ""['bouche']"", ""['perry']""]"
['ornithorynque'],S34,5,"[""['australie']"", ""['eau']"", ""['timide']"", ""['bec']"", ""['fourrure']""]"
['ornithorynque'],S57,5,"[""['australie']"", ""['eau']"", ""['timide']"", ""['bec']"", ""['fourrure']""]"
['ornithorynque'],S64,0,[]
['ornithorynque'],S65,0,[]
['ornithorynque'],S67,0,[]
['paon'],S7,0,[]
['paon'],S12,0,[]
['paon'],S15,0,[]
['paon'],S21,0,[]
['paon'],S22,0,[]
['paon'],S23,0,[]
['paon'],S30,0,[]
['paon'],S34,0,[]
['paon'],S57,4,"[""['joli']"", ""['zoo']"", ""['merveilleux']"", ""['beau']""]"
['paon'],S64,0,[]
['paon'],S65,0,[]
['paon'],S67,0,[]
['papaye'],S7,5,"[""['fruit', 'exotique']"", ""['thaïland']"", ""['jus']"", ""['chaud']"", ""['soleil']""]"
['papaye'],S12,3,"[""['fruit']"", ""['jungle']"", ""['pays', 'étranger']""]"
['papaye'],S15,5,"[""['fruit']"", ""['sucrer']"", ""['délicieux']"", ""['exotique']"", ""['sain']""]"
['papaye'],S21,3,"[""['tropical']"", ""['graine']"", ""['mou']""]"
['papaye'],S22,3,"[""['fruit']"", ""['gout']"", ""['manger']""]"
['papaye'],S23,4,"[""['fruit']"", ""['nutrition']"", ""['vitamine']"", ""['dessert']""]"
['papaye'],S30,5,"[""['bon']"", ""['graine']"", ""['orange']"", ""['asie']"", ""['amérique', 'latin']""]"
['papaye'],S34,3,"[""['exotique']"", ""['gout']"", ""['rouge']""]"
['papaye'],S57,6,"[""['fruit']"", ""['paradisiaque']"", ""['ile']"", ""['profiter']"", ""['vacance']"", ""['être']""]"
['papaye'],S64,4,"[""['exotic']"", ""['fruit']"", ""['mexiqu']"", ""['tropical']""]"
['papaye'],S65,4,"[""['exotique']"", ""['fruit']"", ""['bon']"", ""['palmier']""]"
['papaye'],S67,4,"[""['sucre']"", ""['thaïland']"", ""['pas', 'délicieux', 'de', 'tout']"", ""['fruit', 'très', 'grand']""]"
['partition'],S7,0,[]
['partition'],S12,0,[]
['partition'],S15,0,[]
['partition'],S21,0,[]
['partition'],S22,0,[]
['partition'],S23,0,[]
['partition'],S30,0,[]
['partition'],S34,0,[]
['partition'],S57,7,"[""['musique']"", ""['note']"", ""['solfège']"", ""['clé', 'de', 'sol']"", ""['cler', 'de', 'fa']"", ""['piano']"", ""['spectacle']""]"
['partition'],S64,4,"[""['note']"", ""['accord']"", ""['echelle']"", ""['octave']""]"
['partition'],S65,0,[]
['partition'],S67,6,"[""['note']"", ""['musique']"", ""['piano']"", ""['jouer']"", ""['mozart']"", ""['difficile']""]"
['pelican'],S7,4,"[""['poisson']"", ""['gorge']"", ""['bec']"", ""['manger']""]"
['pelican'],S12,6,"[""['dessin', 'animé']"", ""['poisson']"", ""['nourriture']"", ""['oiseau']"", ""['mer']"", ""['vent']""]"
['pelican'],S15,5,"[""['oiseau']"", ""['poisson']"", ""['nourriture']"", ""['mer']"", ""['nemo']""]"
['pelican'],S21,5,"[""['transport']"", ""['grand']"", ""['courageux']"", ""['plume']"", ""['orange']""]"
['pelican'],S22,2,"[""['oiseau']"", ""['eau']""]"
['pelican'],S23,0,[]
['pelican'],S30,5,"[""['grand', 'bec']"", ""['nemo']"", ""['voler']"", ""['blanc']"", ""['eau']""]"
['pelican'],S34,4,"[""['bec']"", ""['eau']"", ""['poisson']"", ""['pêche']""]"
['pelican'],S57,3,"[""['oiseau']"", ""['voler']"", ""['pigeon']""]"
['pelican'],S64,6,"[""['voler']"", ""['eau']"", ""['rivière']"", ""['poisson']"", ""['arbre']"", ""['forêt']""]"
['pelican'],S65,6,"[""['bec']"", ""['gros']"", ""['animal']"", ""['oiseau']"", ""['bruit']"", ""['désagréable']""]"
['pelican'],S67,3,"[""['grand']"", ""['pas', 'dangereux']"", ""['poisson']""]"
['phacochere'],S7,3,"[""['animal']"", ""['safari']"", ""['afrique']""]"
['phacochere'],S12,6,"[""['le', 'roi', 'lion']"", ""['lion']"", ""['savane']"", ""['lémurien']"", ""['soleil']"", ""['cochon']""]"
['phacochere'],S15,0,[]
['phacochere'],S21,0,[]
['phacochere'],S22,0,[]
['phacochere'],S23,0,[]
['phacochere'],S30,6,"[""['simber']"", ""['roi', 'lion']"", ""['pumbaa']"", ""['chanter']"", ""['savane']"", ""['afrique']""]"
['phacochere'],S34,3,"[""['roi', 'lion']"", ""['corne']"", ""['sauvage']""]"
['phacochere'],S57,8,"[""['sanglier']"", ""['corne']"", ""['animal']"", ""['gris']"", ""['sabot']"", ""['quatre', 'patte']"", ""['courir']"", ""['danger']""]"
['phacochere'],S64,5,"[""['animal']"", ""['sauvage']"", ""['bois']"", ""['forêt']"", ""['cochon']""]"
['phacochere'],S65,0,[]
['phacochere'],S67,0,[]
['piolet'],S7,3,"[""['jardin']"", ""['bricoler']"", ""['instrument']""]"
['piolet'],S12,0,[]
['piolet'],S15,0,[]
['piolet'],S21,5,"[""['grimper', 'sur', 'glace']"", ""['compétition']"", ""['accrochage']"", ""['pointu']"", ""['ergonomique']""]"
['piolet'],S22,0,[]
['piolet'],S23,0,[]
['piolet'],S30,5,"[""['grimper']"", ""['avalanche']"", ""['neige']"", ""['saccrocher']"", ""['pointu']""]"
['piolet'],S34,0,[]
['piolet'],S57,0,[]
['piolet'],S64,0,[]
['piolet'],S65,0,[]
['piolet'],S67,0,[]
['pipette'],S7,5,"[""['médecin']"", ""['analyse']"", ""['sang']"", ""['hôpital']"", ""['infirmier']""]"
['pipette'],S12,6,"[""['chimie']"", ""['biologie']"", ""['expérience']"", ""['laboratoire']"", ""['liquide']"", ""['instrument']""]"
['pipette'],S15,5,"[""['laboratoir']"", ""['médecine']"", ""['recherche']"", ""['cellule']"", ""['solution']""]"
['pipette'],S21,5,"[""['mesurer']"", ""['médicament']"", ""['scientifique']"", ""['médecine']"", ""['petit', 'quantité']""]"
['pipette'],S22,6,"[""['mesure']"", ""['mesurer']"", ""['expérience']"", ""['séance']"", ""['chimie']"", ""['substance']""]"
['pipette'],S23,0,[]
['pipette'],S30,5,"[""['eau']"", ""['aspirer']"", ""['goutte']"", ""['médicament']"", ""['beau']""]"
['pipette'],S34,4,"[""['experience']"", ""['goutelette']"", ""['aspiration']"", ""['biologie']""]"
['pipette'],S57,7,"[""['chimie']"", ""['mesurer']"", ""['millilitre']"", ""['précision']"", ""['blous']"", ""['lunette']"", ""['attention']""]"
['pipette'],S64,0,[]
['pipette'],S65,0,[]
['pipette'],S67,6,"[""['goutte']"", ""['oreille']"", ""['nez']"", ""['misurer']"", ""['médicament']"", ""['médecin']""]"
['poireau'],S7,0,[]
['poireau'],S12,0,[]
['poireau'],S15,0,[]
['poireau'],S21,0,[]
['poireau'],S22,0,[]
['poireau'],S23,0,[]
['poireau'],S30,0,[]
['poireau'],S34,0,[]
['poireau'],S57,0,[]
['poireau'],S64,0,[]
['poireau'],S65,0,[]
['poireau'],S67,0,[]
['racloir'],S7,0,[]
['racloir'],S12,4,"[""['nettoyage']"", ""['soirée']"", ""['maison', 'de', 'vacance']"", ""['propreté']""]"
['racloir'],S15,0,[]
['racloir'],S21,5,"[""['serpillière']"", ""['nettoyage']"", ""['propreté']"", ""['sol']"", ""['produit']""]"
['racloir'],S22,0,[]
['racloir'],S23,0,[]
['racloir'],S30,2,"[""['nettoyer']"", ""['balai']""]"
['racloir'],S34,4,"[""['vitre']"", ""['propreté']"", ""['eau']"", ""['mousse']""]"
['racloir'],S57,0,[]
['racloir'],S64,0,[]
['racloir'],S65,0,[]
['racloir'],S67,0,[]
['raie'],S7,0,[]
['raie'],S12,7,"[""['mer']"", ""['électricité']"", ""['snorkeling']"", ""['sable']"", ""['algue']"", ""['vacance']"", ""['soleil']""]"
['raie'],S15,7,"[""['mer']"", ""['poisson']"", ""['baleine']"", ""['requin']"", ""['eau']"", ""['corail']"", ""['bleu']""]"
['raie'],S21,4,"[""['danger']"", ""['poisson']"", ""['plat']"", ""['seul', 'marin']""]"
['raie'],S22,0,[]
['raie'],S23,5,"[""['océan']"", ""['animal']"", ""['aquatique']"", ""['sauvage']"", ""['dangereux']""]"
['raie'],S30,3,"[""['plat']"", ""['long']"", ""['queue']""]"
['raie'],S34,3,"[""['eau']"", ""['grand']"", ""['joli']""]"
['raie'],S57,7,"[""['nager']"", ""['eau']"", ""['électricité']"", ""['plat']"", ""['poisson']"", ""['mer']"", ""['océan']""]"
['raie'],S64,0,[]
['raie'],S65,5,"[""['maldive']"", ""['océan']"", ""['dangereux']"", ""['néfaste']"", ""['plat']""]"
['raie'],S67,4,"[""['mer']"", ""['eau']"", ""['saler']"", ""['joli']""]"
['rateau'],S7,0,[]
['rateau'],S12,0,[]
['rateau'],S15,0,[]
['rateau'],S21,0,[]
['rateau'],S22,0,[]
['rateau'],S23,0,[]
['rateau'],S30,0,[]
['rateau'],S34,0,[]
['rateau'],S57,6,"[""['jardiner']"", ""['jardin']"", ""['planter']"", ""['herbe']"", ""['fleur']"", ""['pelle']""]"
['rateau'],S64,0,[]
['rateau'],S65,0,[]
['rateau'],S67,0,[]
['remorque'],S7,0,[]
['remorque'],S12,5,"[""['vélo']"", ""['porter']"", ""['voiture']"", ""['caravane']"", ""['camping']""]"
['remorque'],S15,6,"[""['bagage']"", ""['route']"", ""['voiture']"", ""['permettre']"", ""['conduire']"", ""['volant']""]"
['remorque'],S21,4,"[""['attachement']"", ""['transport']"", ""['addition']"", ""['deux', 'roue']""]"
['remorque'],S22,0,[]
['remorque'],S23,0,[]
['remorque'],S30,5,"[""['voiture']"", ""['lourd']"", ""['derrière']"", ""['suivre']"", ""['attacher']""]"
['remorque'],S34,0,[]
['remorque'],S57,0,[]
['remorque'],S64,4,"[""['remorque']"", ""['voiture']"", ""['caravane']"", ""['camionnette']""]"
['remorque'],S65,4,"[""['voiture']"", ""['permettre']"", ""['autoroute']"", ""['transport']""]"
['remorque'],S67,0,[]
['rhinocero'],S7,0,[]
['rhinocero'],S12,0,[]
['rhinocero'],S15,0,[]
['rhinocero'],S21,0,[]
['rhinocero'],S22,0,[]
['rhinocero'],S23,0,[]
['rhinocero'],S30,0,[]
['rhinocero'],S34,0,[]
['rhinocero'],S57,7,"[""['corne']"", ""['zoo']"", ""['safari']"", ""['animal']"", ""['gris']"", ""['quatre', 'patte']"", ""['courir']""]"
['rhinocero'],S64,1,"[""['t', 're']""]"
['rhinocero'],S65,0,[]
['rhinocero'],S67,0,[]
['sablier'],S7,5,"[""['bain']"", ""['spa']"", ""['therm']"", ""['brosser', 'le', 'dent']"", ""['compter']""]"
['sablier'],S12,5,"[""['temps']"", ""['sable']"", ""['jeu', 'de', 'société']"", ""['jeu', 'de', 'carte']"", ""['le', 'temps', 'qui', 'passer']""]"
['sablier'],S15,7,"[""['temps']"", ""['passer']"", ""['présent']"", ""['futur']"", ""['minute']"", ""['second']"", ""['heure']""]"
['sablier'],S21,6,"[""['temps']"", ""['sable']"", ""['antiquité']"", ""['grèce']"", ""['rome']"", ""['évaluation']""]"
['sablier'],S22,2,"[""['temps']"", ""['passage']""]"
['sablier'],S23,3,"[""['temps']"", ""['second']"", ""['attent']""]"
['sablier'],S30,4,"[""['temps']"", ""['chronomètre']"", ""['changer']"", ""['renverser']""]"
['sablier'],S34,4,"[""['sable']"", ""['temps']"", ""['jeu']"", ""['rapidité']""]"
['sablier'],S57,8,"[""['temps']"", ""['sable']"", ""['jeu', 'de', 'société']"", ""['famille']"", ""['amusement']"", ""['rigoler']"", ""['temps']"", ""['cest', 'cool']""]"
['sablier'],S64,3,"[""['temps']"", ""['indéterminable']"", ""['imprédictible']""]"
['sablier'],S65,4,"[""['temps']"", ""['aladin']"", ""['sable']"", ""['horloge']""]"
['sablier'],S67,0,[]
['salopette'],S7,0,[]
['salopette'],S12,0,[]
['salopette'],S15,0,[]
['salopette'],S21,0,[]
['salopette'],S22,0,[]
['salopette'],S23,0,[]
['salopette'],S30,0,[]
['salopette'],S34,0,[]
['salopette'],S57,6,"[""['combinaison']"", ""['travail']"", ""['peindre']"", ""['se', 'salir']"", ""['peinture']"", ""['bricolage']""]"
['salopette'],S64,0,[]
['salopette'],S65,0,[]
['salopette'],S67,5,"[""['bébé']"", ""['garçon']"", ""['être']"", ""['temps', 'très', 'chaud']"", ""['léger']""]"
['sanglier'],S7,5,"[""['marron']"", ""['forêt']"", ""['dangereux']"", ""['chasser']"", ""['bois']""]"
['sanglier'],S12,5,"[""['fox', 'terrier']"", ""['chasse']"", ""['forêt']"", ""['cochon']"", ""['phacochère']""]"
['sanglier'],S15,6,"[""['forêt']"", ""['cochon']"", ""['porc']"", ""['nourriture']"", ""['plat']"", ""['noël']""]"
['sanglier'],S21,4,"[""['brutal']"", ""['poilu']"", ""['cochon']"", ""['sauvage']""]"
['sanglier'],S22,0,[]
['sanglier'],S23,0,[]
['sanglier'],S30,6,"[""['cochon']"", ""['porcinet']"", ""['sauvage']"", ""['brun']"", ""['petit']"", ""['grand']""]"
['sanglier'],S34,5,"[""['forêt']"", ""['truffe']"", ""['sale']"", ""['dangereux']"", ""['poilu']""]"
['sanglier'],S57,7,"[""['astérix']"", ""['obélix']"", ""['grillade']"", ""['manger']"", ""['animal']"", ""['courir']"", ""['sabot']""]"
['sanglier'],S64,3,"[""['cochon']"", ""['animal']"", ""['forêt']""]"
['sanglier'],S65,4,"[""['porc']"", ""['viande']"", ""['sauvage']"", ""['proie']""]"
['sanglier'],S67,0,[]
['sarcophage'],S7,3,"[""['égypte']"", ""['cadavre']"", ""['pyramide']""]"
['sarcophage'],S12,7,"[""['égypte']"", ""['pyramide']"", ""['sable']"", ""['chaleur']"", ""['cléopâtre']"", ""['momie']"", ""['tombeau']""]"
['sarcophage'],S15,6,"[""['sarcophage']"", ""['pharaon']"", ""['egypte']"", ""['sphinx']"", ""['vieux']"", ""['ancier']""]"
['sarcophage'],S21,5,"[""['tombe']"", ""['rite', 'funéraire']"", ""['égypte']"", ""['décoration']"", ""['or']""]"
['sarcophage'],S22,1,"[""['égypte']""]"
['sarcophage'],S23,4,"[""['égypte']"", ""['histoire']"", ""['passer']"", ""['antique']""]"
['sarcophage'],S30,5,"[""['égypte']"", ""['momie']"", ""['nile']"", ""['riviere']"", ""['pharaon']""]"
['sarcophage'],S34,0,[]
['sarcophage'],S57,3,"[""['pyramide']"", ""['égypte']"", ""['découvrir']""]"
['sarcophage'],S64,5,"[""['momie']"", ""['égypte']"", ""['décoration']"", ""['ornement']"", ""['sacrifice']""]"
['sarcophage'],S65,8,"[""['égypte']"", ""['toutankhamon']"", ""['pyramide']"", ""['histoire']"", ""['sacrer']"", ""['riche']"", ""['civilisation']"", ""['or']""]"
['sarcophage'],S67,6,"[""['pharaon']"", ""['momie']"", ""['égypte']"", ""['ancien']"", ""['très', 'riche']"", ""['or']""]"
['saxophone'],S7,6,"[""['musique']"", ""['chanter']"", ""['concert']"", ""['conservatoire']"", ""['musicien']"", ""['philharmonique']""]"
['saxophone'],S12,5,"[""['instrument', 'de', 'musique']"", ""['jazz']"", ""['or']"", ""['musique']"", ""['note', 'de', 'musique']""]"
['saxophone'],S15,4,"[""['musique']"", ""['instrument']"", ""['groupe', 'de', 'musique']"", ""['son']""]"
['saxophone'],S21,5,"[""['instrument']"", ""['cuivre']"", ""['jazz']"", ""['nouveau', 'orléans']"", ""['groove']""]"
['saxophone'],S22,0,[]
['saxophone'],S23,4,"[""['musique']"", ""['orchestre']"", ""['artiste']"", ""['musicien']""]"
['saxophone'],S30,5,"[""['à', 'vent']"", ""['instrument']"", ""['flûte']"", ""['guitare']"", ""['violon']""]"
['saxophone'],S34,4,"[""['musique']"", ""['concert']"", ""['melodie']"", ""['bruit']""]"
['saxophone'],S57,8,"[""['musique']"", ""['danser']"", ""['note', 'de', 'musique']"", ""['partition']"", ""['piano']"", ""['flûte', 'à', 'bec']"", ""['concert']"", ""['solfège']""]"
['saxophone'],S64,5,"[""['jazz']"", ""['musique']"", ""['accord']"", ""['flûte']"", ""['clarinette']""]"
['saxophone'],S65,3,"[""['instrument', 'de', 'musique']"", ""['beau']"", ""['or']""]"
['saxophone'],S67,0,[]
['scaphandr'],S7,3,"[""['sou', 'marinier']"", ""['expédition']"", ""['investiger']""]"
['scaphandr'],S12,6,"[""['mer']"", ""['océan']"", ""['plongée']"", ""['sou', 'marin']"", ""['découverte']"", ""['trésor']""]"
['scaphandr'],S15,3,"[""['mer']"", ""['poisson']"", ""['vie', 'marine']""]"
['scaphandr'],S21,7,"[""['scaphandr']"", ""['plongée']"", ""[' ', 'siècle']"", ""['exploration']"", ""['protection']"", ""['métal']"", ""['pression']""]"
['scaphandr'],S22,0,[]
['scaphandr'],S23,0,[]
['scaphandr'],S30,0,[]
['scaphandr'],S34,4,"[""['plongée']"", ""['lourd']"", ""['immersion']"", ""['expérience']""]"
['scaphandr'],S57,4,"[""['nager']"", ""['mer']"", ""['espace']"", ""['youri', 'gagarin']""]"
['scaphandr'],S64,0,[]
['scaphandr'],S65,4,"[""['sou', 'marin']"", ""['eau']"", ""['mer']"", ""['expédition']""]"
['scaphandr'],S67,0,[]
['sceptre'],S7,2,"[""['pouvoir']"", ""['état']""]"
['sceptre'],S12,6,"[""['royauté']"", ""['pouvoir']"", ""['or']"", ""['argent']"", ""['richesse']"", ""['monarchie']""]"
['sceptre'],S15,0,[]
['sceptre'],S21,6,"[""['royauté']"", ""['clergé']"", ""['fonction']"", ""['arme']"", ""['guerre']"", ""['statut', 'social']""]"
['sceptre'],S22,0,[]
['sceptre'],S23,0,[]
['sceptre'],S30,0,[]
['sceptre'],S34,0,[]
