Cue,Subject,Count,Collection
['corail'],S34,4,"[""['océan']"", ""['australie']"", ""['danger']"", ""['fragile']""]"
['corail'],S57,7,"[""['fond', 'marin']"", ""['poisson']"", ""['exotique']"", ""['pêche']"", ""['natation']"", ""['plongée']"", ""['costume', 'de', 'plongée']""]"
['corail'],S64,6,"[""['corail']"", ""['fruit', 'de', 'mer']"", ""['mer']"", ""['océan']"", ""['requin']"", ""['plancton']""]"
['corail'],S65,6,"[""['ocean']"", ""['pollution']"", ""['beau']"", ""['muraill']"", ""['sirène']"", ""['etoile', 'de', 'mer']""]"
['corail'],S67,4,"[""['mer']"", ""['diving']"", ""['joli']"", ""['différent', 'couleur']""]"
['cornemuse'],S7,4,"[""['juillet']"", ""['musique']"", ""['rituel']"", ""['tribu']""]"
['cornemuse'],S12,6,"[""['écosser']"", ""['jupe']"", ""['quadrillage']"", ""['musique']"", ""['note', 'de', 'musique']"", ""['homme']""]"
['cornemuse'],S15,3,"[""['musique']"", ""['écosser']"", ""['tradition']""]"
['cornemuse'],S21,5,"[""['instrument', 'à', 'vent']"", ""['compliqué']"", ""['écosser']"", ""['folklorique']"", ""['spécial']""]"
['cornemuse'],S22,0,[]
['cornemuse'],S23,0,[]
['cornemuse'],S30,5,"[""['musique']"", ""['à', 'vent']"", ""['écosser']"", ""['irland']"", ""['jupe']""]"
['cornemuse'],S34,3,"[""['musique']"", ""['écosser']"", ""['entraîner']""]"
['cornemuse'],S57,5,"[""['musique']"", ""['dance']"", ""['instrument', 'national']"", ""['amusement']"", ""['fête']""]"
['cornemuse'],S64,4,"[""['instrument']"", ""['turquie']"", ""['mer', 'noir']"", ""['culture']""]"
['cornemuse'],S65,0,[]
['cornemuse'],S67,0,[]
['cymbale'],S7,6,"[""['musique']"", ""['orchestre']"", ""['concert']"", ""['conservatoire']"", ""['juillet']"", ""['ensemble']""]"
['cymbale'],S12,5,"[""['musique']"", ""['rock']"", ""['batterie']"", ""['salle', 'de', 'musique']"", ""['note', 'de', 'musique']""]"
['cymbale'],S15,0,[]
['cymbale'],S21,6,"[""['musique']"", ""['instrument']"", ""['tambour']"", ""['concert']"", ""['orchestre']"", ""['percussion']""]"
['cymbale'],S22,0,[]
['cymbale'],S23,0,[]
['cymbale'],S30,6,"[""['musique']"", ""['batterie']"", ""['baguette']"", ""['charleston']"", ""['snare']"", ""['kick']""]"
['cymbale'],S34,3,"[""['musique']"", ""['bruit']"", ""['orchestre']""]"
['cymbale'],S57,7,"[""['musique']"", ""['batterie']"", ""['bâton']"", ""['rythme']"", ""['danser']"", ""['concert']"", ""['groupe']""]"
['cymbale'],S64,3,"[""['batteur']"", ""['drum']"", ""['whiplash']""]"
['cymbale'],S65,0,[]
['cymbale'],S67,0,[]
['decapsuleur'],S7,4,"[""['chirurgien']"", ""['opération']"", ""['hôpital']"", ""['médecin']""]"
['decapsuleur'],S12,5,"[""['soirée']"", ""['bière']"", ""['alcool']"", ""['verre']"", ""['bar']""]"
['decapsuleur'],S15,8,"[""['bière']"", ""['vin']"", ""['soirée']"", ""['ambiance']"", ""['amusement']"", ""['boisson']"", ""['bourré']"", ""['coma']""]"
['decapsuleur'],S21,4,"[""['boisson']"", ""['alcool']"", ""['bière']"", ""['capsule']""]"
['decapsuleur'],S22,0,[]
['decapsuleur'],S23,0,[]
['decapsuleur'],S30,6,"[""['ouvrir']"", ""['bière']"", ""['bouchon']"", ""['pointu']"", ""['rond']"", ""['trou']""]"
['decapsuleur'],S34,4,"[""['bière']"", ""['vin']"", ""['boisson']"", ""['force']""]"
['decapsuleur'],S57,9,"[""['boire']"", ""['bière']"", ""['fête']"", ""['samuser']"", ""['danser']"", ""['chanter']"", ""['boîte', 'de', 'nuit']"", ""['boire']"", ""['ivre']""]"
['decapsuleur'],S64,5,"[""['canette']"", ""['métallique']"", ""['aluminium']"", ""['bouchon']"", ""['capsule']""]"
['decapsuleur'],S65,5,"[""['bouteille']"", ""['bière']"", ""['verre']"", ""['alcool']"", ""['boisson']""]"
['decapsuleur'],S67,0,[]
['dindon'],S7,4,"[""['fermier']"", ""['poulet']"", ""['volaill']"", ""['rouge']""]"
['dindon'],S12,7,"[""['ferme']"", ""['bas', 'cour']"", ""['forêt']"", ""['bruit']"", ""['animal']"", ""['oiseau']"", ""['aile']""]"
['dindon'],S15,4,"[""['oiseau']"", ""['nourriture']"", ""['bruit']"", ""['campagne']""]"
['dindon'],S21,4,"[""['oiseau']"", ""['grand']"", ""['agressif']"", ""['noir']""]"
['dindon'],S22,3,"[""['oiseau']"", ""['manger']"", ""['sandwich']""]"
['dindon'],S23,0,[]
['dindon'],S30,4,"[""['thanksgiving']"", ""['amérique']"", ""['rôtir']"", ""['poulet']""]"
['dindon'],S34,5,"[""['fête']"", ""['manger']"", ""['pas', 'beau']"", ""['plume']"", ""['crête']""]"
['dindon'],S57,6,"[""['dinde']"", ""['sandwich']"", ""['four']"", ""['manger']"", ""['cuisiner']"", ""['assaisonner']""]"
['dindon'],S64,0,[]
['dindon'],S65,6,"[""['noël']"", ""['géant']"", ""['repas']"", ""['oiseau']"", ""['paon']"", ""['grand']""]"
['dindon'],S67,0,[]
['echenilloir'],S7,0,[]
['echenilloir'],S12,0,[]
['echenilloir'],S15,0,[]
['echenilloir'],S21,0,[]
['echenilloir'],S22,0,[]
['echenilloir'],S23,0,[]
['echenilloir'],S30,0,[]
['echenilloir'],S34,0,[]
['echenilloir'],S57,0,[]
['echenilloir'],S64,0,[]
['echenilloir'],S65,0,[]
['echenilloir'],S67,0,[]
['enclume'],S7,2,"[""['fer']"", ""['appuyer']""]"
['enclume'],S12,0,[]
['enclume'],S15,0,[]
['enclume'],S21,5,"[""['métal']"", ""['forger']"", ""['feu']"", ""['marteau']"", ""['forgeron']""]"
['enclume'],S22,0,[]
['enclume'],S23,0,[]
['enclume'],S30,0,[]
['enclume'],S34,4,"[""['lourd']"", ""['fer']"", ""['noir']"", ""['moyen', 'âge']""]"
['enclume'],S57,0,[]
['enclume'],S64,3,"[""['pois']"", ""['porter']"", ""['construction']""]"
['enclume'],S65,4,"[""['pierre']"", ""['statue']"", ""['roche']"", ""['historique']""]"
['enclume'],S67,0,[]
['entonnoir'],S7,0,[]
['entonnoir'],S12,0,[]
['entonnoir'],S15,0,[]
['entonnoir'],S21,0,[]
['entonnoir'],S22,0,[]
['entonnoir'],S23,0,[]
['entonnoir'],S30,0,[]
['entonnoir'],S34,0,[]
['entonnoir'],S57,4,"[""['liquide']"", ""['couler']"", ""['chimie']"", ""['précision']""]"
['entonnoir'],S64,4,"[""['conteneur']"", ""['filtrage']"", ""['tamisage']"", ""['trier']""]"
['entonnoir'],S65,0,[]
['entonnoir'],S67,0,[]
['eolienn'],S7,0,[]
['eolienn'],S12,0,[]
['eolienn'],S15,0,[]
['eolienn'],S21,0,[]
['eolienn'],S22,0,[]
['eolienn'],S23,0,[]
['eolienn'],S30,0,[]
['eolienn'],S34,0,[]
['eolienn'],S57,0,[]
['eolienn'],S64,0,[]
['eolienn'],S65,0,[]
['eolienn'],S67,0,[]
['epouvantail'],S7,3,"[""['chasser', 'le', 'oiseau']"", ""['protéger', 'le', 'récolte']"", ""['halloween']""]"
['epouvantail'],S12,6,"[""['corbeau']"", ""['champ']"", ""['blé']"", ""['amérique']"", ""['fermier']"", ""['tracteur']""]"
['epouvantail'],S15,0,[]
['epouvantail'],S21,7,"[""['champ']"", ""['grain']"", ""['blé']"", ""['corbeau']"", ""['corvid']"", ""['peur']"", ""['horreur']""]"
['epouvantail'],S22,0,[]
['epouvantail'],S23,0,[]
['epouvantail'],S30,3,"[""['ferme']"", ""['countryside']"", ""['corbeau']""]"
['epouvantail'],S34,2,"[""['champ']"", ""['peur']""]"
['epouvantail'],S57,5,"[""['peur']"", ""['amusant']"", ""['habit']"", ""['foint']"", ""['champ']""]"
['epouvantail'],S64,6,"[""['oiseau']"", ""['herbe']"", ""['haye']"", ""['champ']"", ""['tête']"", ""['mannequin']""]"
['epouvantail'],S65,6,"[""['halloween']"", ""['effrayant']"", ""['octobre']"", ""['paille']"", ""['champ']"", ""['peur']""]"
['epouvantail'],S67,3,"[""['halloween']"", ""['effrayant']"", ""['movie', 'roron']""]"
['espadon'],S7,4,"[""['poisson']"", ""['mer']"", ""['chasser']"", ""['protection']""]"
['espadon'],S12,8,"[""['poisson']"", ""['épée']"", ""['mer']"", ""['algue']"", ""['étoile', 'de', 'mer']"", ""['soleil']"", ""['océan']"", ""['vacance']""]"
['espadon'],S15,5,"[""['poisson']"", ""['mer']"", ""['eau']"", ""['micro', 'organisme']"", ""['vie', 'marine']""]"
['espadon'],S21,7,"[""['poisson']"", ""['pêche']"", ""['fort']"", ""['rapide']"", ""['musculaire']"", ""['rare']"", ""['difficile']""]"
['espadon'],S22,3,"[""['poisson']"", ""['nager']"", ""['eau']""]"
['espadon'],S23,0,[]
['espadon'],S30,8,"[""['poisson']"", ""['thon']"", ""['baleine']"", ""['mère']"", ""['eau']"", ""['océan']"", ""['manger']"", ""['long']""]"
['espadon'],S34,3,"[""['eau']"", ""['peche']"", ""['grand']""]"
['espadon'],S57,8,"[""['poisson']"", ""['nager']"", ""['eau']"", ""['aquarium']"", ""['mer']"", ""['océan']"", ""['bateau']"", ""['poisson']""]"
['espadon'],S64,7,"[""['poisson']"", ""['épée']"", ""['dragon']"", ""['prince']"", ""['princesse']"", ""['mario']"", ""['roi']""]"
['espadon'],S65,5,"[""['poisson']"", ""['océan']"", ""['lac']"", ""['mer']"", ""['eau', 'doux']""]"
['espadon'],S67,5,"[""['mer']"", ""['gris']"", ""['dangereal']"", ""['très', 'joli']"", ""['bateau']""]"
['etrier'],S7,3,"[""['chevalier']"", ""['cheval']"", ""['contest']""]"
['etrier'],S12,5,"[""['cheval']"", ""['équitation']"", ""['ferme']"", ""['enclore']"", ""['pâturage']""]"
['etrier'],S15,0,[]
['etrier'],S21,4,"[""['cheval']"", ""['équitation']"", ""['contrôle']"", ""['virage']""]"
['etrier'],S22,0,[]
['etrier'],S23,0,[]
['etrier'],S30,0,[]
['etrier'],S34,3,"[""['cheval']"", ""['vitesse']"", ""['monter']""]"
['etrier'],S57,6,"[""['équitation']"", ""['cheval']"", ""['galop']"", ""['écurie']"", ""['bumb']"", ""['equipment', 'de', 'équitation']""]"
['etrier'],S64,0,[]
['etrier'],S65,5,"[""['cheval']"", ""['sabot']"", ""['équitation']"", ""['animal']"", ""['ferme']""]"
['etrier'],S67,0,[]
['eventail'],S7,5,"[""['chine']"", ""['culture']"", ""['bouddhisme']"", ""['théâtre']"", ""['geisha']""]"
['eventail'],S12,6,"[""['froid']"", ""['vent']"", ""['asie']"", ""['chaleur']"", ""['canicule']"", ""['geisha']""]"
['eventail'],S15,6,"[""['vent']"", ""['chaleur']"", ""['être']"", ""['transpiration']"", ""['fatigue']"", ""['respiration']""]"
['eventail'],S21,5,"[""['air']"", ""['être']"", ""['chaleur']"", ""['vent']"", ""['chine']""]"
['eventail'],S22,0,[]
['eventail'],S23,0,[]
['eventail'],S30,5,"[""['chaleur']"", ""['fraîcheur']"", ""['asie']"", ""['japon']"", ""['chine']""]"
['eventail'],S34,5,"[""['chaud']"", ""['espagne']"", ""['asie']"", ""['couleur']"", ""['papier']""]"
['eventail'],S57,5,"[""['chaleur']"", ""['être']"", ""['plage']"", ""['pratique']"", ""['élégant']""]"
['eventail'],S64,0,[]
['eventail'],S65,7,"[""['chine']"", ""['empire']"", ""['aristocratie']"", ""['femme']"", ""['vent']"", ""['chaleur']"", ""['canicule']""]"
['eventail'],S67,0,[]
['extincteur'],S7,0,[]
['extincteur'],S12,0,[]
['extincteur'],S15,0,[]
['extincteur'],S21,0,[]
['extincteur'],S22,0,[]
['extincteur'],S23,0,[]
['extincteur'],S30,0,[]
['extincteur'],S34,0,[]
['extincteur'],S57,6,"[""['incendie']"", ""['pompier']"", ""['camion', 'pompier']"", ""['secours']"", ""['feu']"", ""['combinaison']""]"
['extincteur'],S64,5,"[""['feu']"", ""['fumée']"", ""['mousse']"", ""['blanc']"", ""['chalet']""]"
['extincteur'],S65,0,[]
['extincteur'],S67,4,"[""['feu']"", ""['pompier']"", ""['prévenir']"", ""['cant', 'find', 'word', 'sav']""]"
['flasque'],S7,4,"[""['boisson']"", ""['alcoolique']"", ""['cacher']"", ""['boire']""]"
['flasque'],S12,6,"[""['alcool']"", ""['alcoolisme']"", ""['vodka']"", ""['whisky']"", ""['addiction']"", ""['le', 'vieux']""]"
['flasque'],S15,5,"[""['alcool']"", ""['bouteille']"", ""['apéro']"", ""['pêche']"", ""['bourré']""]"
['flasque'],S21,0,[]
['flasque'],S22,0,[]
['flasque'],S23,0,[]
['flasque'],S30,7,"[""['alcool']"", ""['liquide']"", ""['brûler']"", ""['cacher']"", ""['métal']"", ""['ancien']"", ""['vieux']""]"
['flasque'],S34,0,[]
['flasque'],S57,6,"[""['alcool']"", ""['cacher']"", ""['boire']"", ""['ivre']"", ""['danser']"", ""['samuser']""]"
['flasque'],S64,5,"[""['conteneur']"", ""['eau']"", ""['alcool']"", ""['soirée']"", ""['boîte']""]"
['flasque'],S65,4,"[""['parfum']"", ""['odeur']"", ""['homme']"", ""['chic']""]"
['flasque'],S67,3,"[""['boisson']"", ""['froid']"", ""['pour', 'se', 'réchauffer']""]"
['fourmilier'],S7,5,"[""['fourmi']"", ""['manger']"", ""['nourriture']"", ""['déplacer']"", ""['marché']""]"
['fourmilier'],S12,7,"[""['fourmi']"", ""['fourmilière']"", ""['nourriture']"", ""['forêt', 'amazonien']"", ""['forêt']"", ""['animal']"", ""['insect']""]"
['fourmilier'],S15,0,[]
['fourmilier'],S21,6,"[""['fourmi']"", ""['animal']"", ""['mammifère']"", ""['langue']"", ""['manger']"", ""['terre']""]"
['fourmilier'],S22,0,[]
['fourmilier'],S23,0,[]
['fourmilier'],S30,0,[]
['fourmilier'],S34,4,"[""['animal']"", ""['poilu']"", ""['fourmi']"", ""['solitaire']""]"
['fourmilier'],S57,0,[]
['fourmilier'],S64,0,[]
['fourmilier'],S65,0,[]
['fourmilier'],S67,0,[]
['girouette'],S7,6,"[""['vent']"", ""['direction']"", ""['bâtiment']"", ""['tour']"", ""['ville']"", ""['route']""]"
['girouette'],S12,4,"[""['vent']"", ""['direction']"", ""['folie']"", ""['maison', 'ancien']""]"
['girouette'],S15,8,"[""['nord']"", ""['sud']"", ""['être']"", ""['west']"", ""['direction']"", ""['coucher', 'de', 'soleil']"", ""['lever', 'de', 'soleil']"", ""['lumière']""]"
['girouette'],S21,0,[]
['girouette'],S22,0,[]
['girouette'],S23,0,[]
['girouette'],S30,0,[]
['girouette'],S34,0,[]
['girouette'],S57,9,"[""['boussole']"", ""['être']"", ""['ouest']"", ""['nord']"", ""['sud']"", ""['direction']"", ""['fleche']"", ""['aller']"", ""['se', 'déplacer']""]"
['girouette'],S64,0,[]
['girouette'],S65,0,[]
['girouette'],S67,0,[]
['gland'],S7,2,"[""['port']"", ""['forêt']""]"
['gland'],S12,6,"[""['écureuil']"", ""['arbre']"", ""['automne']"", ""['feuille']"", ""['ecorce']"", ""['nourriture']""]"
['gland'],S15,5,"[""['écureuil']"", ""['arbre']"", ""['feuille']"", ""['automne']"", ""['frais']""]"
['gland'],S21,4,"[""['nature']"", ""['reproduction']"", ""['pollinisation']"", ""['arbre']""]"
['gland'],S22,0,[]
['gland'],S23,0,[]
['gland'],S30,5,"[""['ice', 'age']"", ""['écureuil']"", ""['arbre']"", ""['printemps']"", ""['feuille']""]"
['gland'],S34,2,"[""['arbre']"", ""['écureuil']""]"
['gland'],S57,4,"[""['noix']"", ""['écureuil']"", ""['arbre']"", ""['new', 'york']""]"
['gland'],S64,3,"[""['noix']"", ""['cajou']"", ""['coco']""]"
['gland'],S65,5,"[""['écureuil']"", ""['arbre']"", ""['nature']"", ""['verdure']"", ""['nature']""]"
['gland'],S67,0,[]
['gong'],S7,6,"[""['chine']"", ""['appuyer']"", ""['plier']"", ""['son']"", ""['prière']"", ""['région']""]"
['gong'],S12,5,"[""['méditation']"", ""['yoga']"", ""['asie']"", ""['bouddhisme']"", ""['temple']""]"
['gong'],S15,2,"[""['son']"", ""['fort']""]"
['gong'],S21,3,"[""['son']"", ""['percussion']"", ""['métal']""]"
['gong'],S22,0,[]
['gong'],S23,0,[]
['gong'],S30,6,"[""['bruit']"", ""['cymbale']"", ""['taper']"", ""['lourd']"", ""['métal']"", ""['gris']""]"
['gong'],S34,0,[]
['gong'],S57,0,[]
['gong'],S64,0,[]
['gong'],S65,0,[]
['gong'],S67,0,[]
['gouvernail'],S7,4,"[""['capitaine']"", ""['bateau']"", ""['colombe']"", ""['moyen', 'âge']""]"
['gouvernail'],S12,5,"[""['bateau']"", ""['capitaine']"", ""['mer']"", ""['pirate']"", ""['barre']""]"
['gouvernail'],S15,5,"[""['bateau']"", ""['mer']"", ""['capitaine']"", ""['voyage']"", ""['passager']""]"
['gouvernail'],S21,0,[]
['gouvernail'],S22,0,[]
['gouvernail'],S23,5,"[""['navigation']"", ""['mer']"", ""['bateau']"", ""['découverte']"", ""['pirate']""]"
['gouvernail'],S30,6,"[""['voil']"", ""['bateau']"", ""['navire']"", ""['mère']"", ""['capitaine']"", ""['matelot']""]"
['gouvernail'],S34,4,"[""['bateau']"", ""['voyage']"", ""['orientation']"", ""['bois']""]"
['gouvernail'],S57,7,"[""['bateau']"", ""['volant']"", ""['direction']"", ""['aller']"", ""['pirate']"", ""['eau']"", ""['pirate']""]"
['gouvernail'],S64,0,[]
['gouvernail'],S65,6,"[""['bateau']"", ""['expédition']"", ""['titanic']"", ""['commandant']"", ""['pirate']"", ""['expédition']""]"
['gouvernail'],S67,0,[]
['guillotine'],S7,5,"[""['mort']"", ""['couper', 'le', 'tête']"", ""['moyen', 'âge']"", ""['france']"", ""[' ', 'siècle']""]"
['guillotine'],S12,6,"[""['marier', 'antoinette']"", ""['france']"", ""['royauté']"", ""['mort']"", ""['décapitation']"", ""['monarchie']""]"
['guillotine'],S15,0,[]
['guillotine'],S21,5,"[""['révolution']"", ""['exécution']"", ""['oppression']"", ""['terreur']"", ""['humilité']""]"
['guillotine'],S22,1,"[""['tête']""]"
['guillotine'],S23,4,"[""['exécution']"", ""['mort']"", ""['décapitement']"", ""['punition']""]"
['guillotine'],S30,5,"[""['tuer']"", ""['luire']"", ""['roi']"", ""['france']"", ""['révolution']""]"
['guillotine'],S34,3,"[""['moyen', 'âge']"", ""['crime']"", ""['spectacle']""]"
['guillotine'],S57,5,"[""['roi', 'de', 'france']"", ""['tête']"", ""['couper']"", ""['mal']"", ""['torture']""]"
['guillotine'],S64,5,"[""['mise', 'à', 'mort']"", ""['exécution']"", ""['tête']"", ""['décapitation']"", ""['mort']""]"
['guillotine'],S65,3,"[""['révolution', 'français']"", ""['histoire']"", ""['marier', 'antoinette']""]"
['guillotine'],S67,4,"[""['france']"", ""['punition']"", ""['temps', 'ancien']"", ""['finir']""]"
['guirlande'],S7,0,[]
['guirlande'],S12,0,[]
['guirlande'],S15,0,[]
['guirlande'],S21,0,[]
['guirlande'],S22,0,[]
['guirlande'],S23,0,[]
['guirlande'],S30,0,[]
['guirlande'],S34,0,[]
['guirlande'],S57,0,[]
['guirlande'],S64,0,[]
['guirlande'],S65,0,[]
['guirlande'],S67,0,[]
['hache'],S7,4,"[""['couper']"", ""['bois']"", ""['cheminée']"", ""['odeur']""]"
['hache'],S12,5,"[""['bois']"", ""['le', 'mort']"", ""['arbre']"", ""['forêt']"", ""['maison']""]"
['hache'],S15,9,"[""['bois']"", ""['travail']"", ""['transpiration']"", ""['mouvement']"", ""['forêt']"", ""['boire']"", ""['arbre']"", ""['feu']"", ""['chalet']""]"
['hache'],S21,4,"[""['bois']"", ""['urgence']"", ""['feu']"", ""['lourd']""]"
['hache'],S22,0,[]
['hache'],S23,4,"[""['travail']"", ""['construction']"", ""['dangereux']"", ""['arme']""]"
['hache'],S30,8,"[""['couper']"", ""['bois']"", ""['animal', 'crossing']"", ""['printemps']"", ""['être']"", ""['automne']"", ""['hiver']"", ""['saison']""]"
['hache'],S34,4,"[""['bois']"", ""['couper']"", ""['forêt']"", ""['cheminée']""]"
['hache'],S57,7,"[""['couper']"", ""['bois']"", ""['pompier']"", ""['sauver']"", ""['chauffer']"", ""['feu']"", ""['maison']""]"
['hache'],S64,6,"[""['bois']"", ""['desessemblement']"", ""['blement']"", ""['tranche']"", ""['trancher']"", ""['tuer']""]"
['hache'],S65,6,"[""['halloween']"", ""['meurtre']"", ""['violence']"", ""['sang']"", ""['crime']"", ""['outil']""]"
['hache'],S67,5,"[""['taper']"", ""['très', 'lourd']"", ""['dangereal']"", ""['boit']"", ""['homme']""]"
['haltere'],S7,0,[]
['haltere'],S12,0,[]
['haltere'],S15,0,[]
['haltere'],S21,0,[]
['haltere'],S22,0,[]
['haltere'],S23,0,[]
['haltere'],S30,0,[]
['haltere'],S34,0,[]
['haltere'],S57,0,[]
['haltere'],S64,0,[]
['haltere'],S65,0,[]
['haltere'],S67,0,[]
['hamecon'],S7,4,"[""['poisson']"", ""['pêche']"", ""['douleur']"", ""['nuire']""]"
['hamecon'],S12,7,"[""['pêche']"", ""['poisson']"", ""['australie']"", ""['mer']"", ""['pêche']"", ""['pêcheur']"", ""['poissonnerie']""]"
['hamecon'],S15,6,"[""['poisson']"", ""['pêche']"", ""['bord', 'de', 'lac']"", ""['bord', 'de', 'le', 'rivière']"", ""['rivière']"", ""['eau']""]"
['hamecon'],S21,4,"[""['poisson']"", ""['pêche']"", ""['ver']"", ""['attraper']""]"
['hamecon'],S22,0,[]
['hamecon'],S23,0,[]
['hamecon'],S30,0,[]
['hamecon'],S34,0,[]
['hamecon'],S57,0,[]
['hamecon'],S64,0,[]
['hamecon'],S65,0,[]
['hamecon'],S67,0,[]
['harmonica'],S7,4,"[""['musique']"", ""['jouer']"", ""['fête']"", ""['produire', 'de', 'le', 'musique']""]"
['harmonica'],S12,0,[]
['harmonica'],S15,0,[]
['harmonica'],S21,2,"[""['vent']"", ""['grandpere']""]"
['harmonica'],S22,0,[]
['harmonica'],S23,0,[]
['harmonica'],S30,4,"[""['instrument', 'à', 'vent']"", ""['métal']"", ""['gris']"", ""['acoustique']""]"
['harmonica'],S34,4,"[""['musique']"", ""['harmonieux']"", ""['enfant']"", ""['air']""]"
['harmonica'],S57,0,[]
['harmonica'],S64,0,[]
['harmonica'],S65,0,[]
['harmonica'],S67,0,[]
['heron'],S7,4,"[""['fleuve']"", ""['poisson']"", ""['voler']"", ""['sable']""]"
['heron'],S12,7,"[""['marais']"", ""['roseau']"", ""['grenouille']"", ""['libellule']"", ""['asie']"", ""['oiseau']"", ""['animal']""]"
['heron'],S15,5,"[""['pelican']"", ""['oiseau']"", ""['air']"", ""['voler']"", ""['oeuf']""]"
['heron'],S21,5,"[""['oiseau']"", ""['long', 'patte']"", ""['blanc']"", ""['jaune']"", ""['vol']""]"
['heron'],S22,0,[]
['heron'],S23,0,[]
['heron'],S30,7,"[""['héron']"", ""['voler']"", ""['flamant', 'rose']"", ""['long']"", ""['bec']"", ""['blanc']"", ""['jaune']""]"
['heron'],S34,4,"[""['long']"", ""['bec']"", ""['blanc']"", ""['voyage']""]"
['heron'],S57,6,"[""['oiseau']"", ""['blanc']"", ""['bec']"", ""['patte']"", ""['voler']"", ""['champ']""]"
['heron'],S64,6,"[""['flamingo']"", ""['eau']"", ""['poisson']"", ""['lac']"", ""['nager']"", ""['voler']""]"
['heron'],S65,6,"[""['majestueux']"", ""['jambe']"", ""['long']"", ""['animal']"", ""['oiseau']"", ""['aile']""]"
['heron'],S67,0,[]
['hyene'],S7,0,[]
['hyene'],S12,0,[]
['hyene'],S15,0,[]
['hyene'],S21,0,[]
['hyene'],S22,0,[]
['hyene'],S23,0,[]
['hyene'],S30,0,[]
['hyene'],S34,0,[]
['hyene'],S57,0,[]
['hyene'],S64,0,[]
['hyene'],S65,0,[]
['hyene'],S67,0,[]
['jante'],S7,4,"[""['rouler']"", ""['voiture']"", ""['route']"", ""['protection']""]"
['jante'],S12,6,"[""['roue']"", ""['voiture']"", ""['automobile']"", ""['mécano']"", ""['essence']"", ""['pneu']""]"
['jante'],S15,7,"[""['voiture']"", ""['caoutchouc']"", ""['route']"", ""['entretien']"", ""['argent']"", ""['coup']"", ""['taxe']""]"
['jante'],S21,0,[]
['jante'],S22,0,[]
['jante'],S23,0,[]
['jante'],S30,4,"[""['rouler']"", ""['pneu']"", ""['voiture']"", ""['moto']""]"
['jante'],S34,3,"[""['voiture']"", ""['joli']"", ""['aluminium']""]"
['jante'],S57,7,"[""['roue']"", ""['voiture']"", ""['rouler']"", ""['accident']"", ""['volant']"", ""['permettre', 'de', 'conduire']"", ""['théorie']""]"
['jante'],S64,7,"[""['roue']"", ""['pneu']"", ""['voiture']"", ""['véhicule']"", ""['chemin']"", ""['avenue']"", ""['marathon']""]"
['jante'],S65,4,"[""['voiture']"", ""['mécanique']"", ""['instrument']"", ""['outil']""]"
['jante'],S67,4,"[""['roue']"", ""['voiture']"", ""['très', 'cher']"", ""['montage']""]"
['lama'],S7,0,[]
['lama'],S12,0,[]
['lama'],S15,0,[]
['lama'],S21,0,[]
['lama'],S22,0,[]
['lama'],S23,0,[]
['lama'],S30,0,[]
['lama'],S34,0,[]
['lama'],S57,0,[]
['lama'],S64,0,[]
['lama'],S65,0,[]
['lama'],S67,0,[]
['litchi'],S7,6,"[""['fruit']"", ""['exotique']"", ""['thailand']"", ""['sucrer']"", ""['mango']"", ""['papaya']""]"
['litchi'],S12,5,"[""['bubbl', 'tea']"", ""['boisson']"", ""['fruit']"", ""['italie']"", ""['blanc']""]"
['litchi'],S15,7,"[""['fruit']"", ""['bon']"", ""['sucrer']"", ""['alcool']"", ""['cidre']"", ""['dessert']"", ""['bon']""]"
['litchi'],S21,6,"[""['fruit']"", ""['exotique']"", ""['thailand']"", ""['sucrer']"", ""['mango']"", ""['papaya']""]"
['litchi'],S22,4,"[""['fruit']"", ""['manger']"", ""['boire']"", ""['saveur']""]"
['litchi'],S23,0,[]
['litchi'],S30,6,"[""['bon']"", ""['tropical']"", ""['ramboutan']"", ""['fruit']"", ""['légume']"", ""['graine']""]"
['litchi'],S34,4,"[""['fruit']"", ""['asiatique']"", ""['succulent']"", ""['juteux']""]"
['litchi'],S57,8,"[""['jus']"", ""['boire']"", ""['vitamine']"", ""['fruit']"", ""['pomme']"", ""['poire']"", ""['banane']"", ""['fraise']""]"
['litchi'],S64,3,"[""['fruit']"", ""['dragon']"", ""['fruit', 'de', 'mer']""]"
['litchi'],S65,7,"[""['fruit']"", ""['bon']"", ""['sucrer']"", ""['exotique']"", ""['petit']"", ""['blanc']"", ""['visqueux']""]"
['litchi'],S67,0,[]
['louche'],S7,0,[]
['louche'],S12,0,[]
['louche'],S15,0,[]
['louche'],S21,0,[]
['louche'],S22,0,[]
['louche'],S23,0,[]
['louche'],S30,0,[]
['louche'],S34,0,[]
['louche'],S57,7,"[""['soupe']"", ""['cantine']"", ""['parascolaire']"", ""['vitamine']"", ""['manger']"", ""['boire']"", ""['pain']""]"
['louche'],S64,0,[]
['louche'],S65,0,[]
['louche'],S67,0,[]
['loupe'],S7,0,[]
['loupe'],S12,0,[]
['loupe'],S15,0,[]
['loupe'],S21,0,[]
['loupe'],S22,0,[]
['loupe'],S23,0,[]
['loupe'],S30,0,[]
['loupe'],S34,0,[]
['loupe'],S57,0,[]
['loupe'],S64,0,[]
['loupe'],S65,0,[]
['loupe'],S67,0,[]
['lynx'],S7,4,"[""['chat']"", ""['felin']"", ""['oreille']"", ""['patte']""]"
['lynx'],S12,6,"[""['montagne']"", ""['chat']"", ""['félin']"", ""['chasseur']"", ""['dent']"", ""['souris']""]"
